Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
L1011,Female,No,3+,Not Graduate,No,442504,352930,461012,2,727,Urban,Y
L1012,Male,No,2,Not Graduate,Yes,94779,4578,4886117,4,81,Semiurban,N
L1013,Male,No,3+,Graduate,No,435837,456419,2574253,3,626,Urban,N
L1014,Male,Yes,3+,Graduate,No,336833,43675,651110,3,421,Urban,Y
L1015,Male,No,1,Graduate,Yes,250223,76548,592117,3,814,Rural,Y
L1016,Female,Yes,0,Graduate,Yes,409558,434786,4469665,4,331,Semiurban,N
L1017,Male,Yes,2,Graduate,Yes,307855,323884,877484,4,98,Semiurban,Y
L1018,Female,No,3+,Not Graduate,No,108157,189024,2259292,4,53,Rural,N
L1019,Male,Yes,2,Not Graduate,Yes,80757,220963,1179216,1,142,Rural,N
L1020,Male,No,0,Not Graduate,Yes,245419,373638,3152844,1,593,Semiurban,N
L1021,Female,Yes,2,Not Graduate,Yes,82770,403633,1749645,2,817,Semiurban,Y
L1022,Male,Yes,3+,Not Graduate,Yes,440696,124026,1349843,4,48,Semiurban,Y
L1023,Female,No,2,Not Graduate,Yes,250684,131018,4557875,2,24,Urban,N
L1024,Male,No,3+,Graduate,Yes,430609,296761,266479,1,201,Urban,Y
L1025,Female,No,3+,Not Graduate,Yes,415526,437923,3099279,3,416,Rural,N
L1026,Male,No,1,Not Graduate,Yes,357184,303281,767926,3,0,Urban,Y
L1027,Female,Yes,3+,Graduate,No,488159,421668,4392112,2,462,Urban,N
L1028,Male,Yes,0,Not Graduate,No,406349,20598,3037838,2,931,Rural,Y
L1029,Female,Yes,0,Not Graduate,Yes,444370,250295,2385643,4,617,Semiurban,Y
L1030,Male,Yes,3+,Not Graduate,Yes,285727,15768,798061,3,263,Urban,Y
L1031,Female,Yes,1,Not Graduate,No,404187,132823,1015457,3,405,Urban,Y
L1032,Male,No,3+,Not Graduate,Yes,282486,35454,845455,3,692,Semiurban,Y
L1033,Female,No,1,Not Graduate,No,277493,172548,4261937,4,144,Urban,N
L1034,Male,No,3+,Graduate,Yes,175224,77223,399932,4,557,Semiurban,Y
L1035,Female,Yes,0,Not Graduate,Yes,498104,443383,3282342,3,217,Semiurban,N
L1036,Male,Yes,3+,Not Graduate,No,428474,96090,1719791,3,28,Urban,N
L1037,Female,Yes,1,Not Graduate,Yes,99778,215931,3111540,4,530,Rural,N
L1038,Male,Yes,1,Not Graduate,Yes,91255,16233,3193379,4,696,Rural,Y
L1039,Female,Yes,2,Graduate,No,295796,45116,2461745,1,277,Urban,N
L1040,Male,No,1,Graduate,No,197562,442726,3043910,1,541,Urban,N
L1041,Male,No,2,Not Graduate,No,48363,5080,708879,3,849,Urban,Y
L1042,Male,Yes,1,Not Graduate,Yes,362324,96678,3457901,1,222,Rural,N
L1043,Female,Yes,0,Not Graduate,No,224505,437934,4304039,4,683,Semiurban,Y
L1044,Female,No,3+,Not Graduate,No,95280,358365,3358021,2,592,Semiurban,N
L1045,Female,Yes,2,Graduate,No,393880,319622,844567,4,389,Urban,Y
L1046,Female,No,1,Not Graduate,No,91591,191040,2706344,4,225,Rural,N
L1047,Female,Yes,2,Graduate,Yes,375679,336346,493345,4,331,Urban,Y
L1048,Female,Yes,2,Graduate,Yes,84848,447815,2521665,3,358,Urban,N
L1049,Female,No,1,Graduate,No,343532,302430,1305846,3,843,Semiurban,Y
L1050,Female,No,0,Not Graduate,Yes,209307,243045,2500009,2,25,Urban,N
L1051,Female,Yes,3+,Graduate,Yes,353749,265869,112251,4,551,Rural,Y
L1052,Male,Yes,1,Graduate,Yes,305801,126550,2368759,2,256,Rural,N
L1053,Male,Yes,3+,Graduate,No,166164,232329,3211938,3,641,Rural,N
L1054,Female,Yes,0,Graduate,No,188338,288923,2408694,2,710,Semiurban,Y
L1055,Female,Yes,2,Graduate,Yes,96525,32772,275463,4,423,Urban,Y
L1056,Female,Yes,2,Not Graduate,No,227140,156180,2402594,2,584,Urban,N
L1057,Male,Yes,2,Graduate,Yes,193581,196936,3452047,4,388,Semiurban,N
L1058,Female,Yes,0,Not Graduate,No,313550,422588,4253383,3,852,Semiurban,Y
L1059,Female,Yes,2,Not Graduate,No,219807,57509,2098853,2,177,Semiurban,N
L1060,Female,No,2,Not Graduate,Yes,136364,28739,3438196,2,174,Urban,N
L1061,Male,Yes,2,Graduate,No,204972,284133,3943290,1,444,Semiurban,N
L1062,Male,Yes,0,Not Graduate,Yes,358868,435198,2373001,1,766,Semiurban,Y
L1063,Male,No,1,Not Graduate,No,269483,246020,4435408,3,466,Urban,N
L1064,Female,Yes,0,Not Graduate,No,383238,457594,3248402,2,271,Rural,N
L1065,Male,Yes,0,Not Graduate,Yes,216374,393851,3694997,4,301,Rural,N
L1066,Male,No,0,Graduate,Yes,259208,258409,1721958,2,782,Urban,Y
L1067,Female,No,3+,Not Graduate,No,376882,303060,4318675,2,733,Rural,Y
L1068,Female,Yes,0,Not Graduate,Yes,234906,36866,3550039,2,162,Semiurban,N
L1069,Female,Yes,3+,Not Graduate,Yes,295504,386238,2717682,4,120,Semiurban,N
L1070,Female,Yes,1,Graduate,Yes,282319,187969,1017657,2,130,Rural,N
L1071,Male,Yes,1,Graduate,Yes,269704,120322,2997694,2,400,Rural,N
L1072,Female,No,3+,Not Graduate,Yes,59562,74109,1551040,3,629,Rural,N
L1073,Male,No,0,Not Graduate,Yes,348979,421510,2931086,4,719,Urban,Y
L1074,Male,Yes,1,Not Graduate,No,282787,37745,784438,1,694,Semiurban,Y
L1075,Female,Yes,2,Not Graduate,Yes,55914,384013,3224166,2,220,Rural,N
L1076,Female,No,1,Not Graduate,Yes,102127,310828,331153,3,347,Rural,Y
L1077,Female,Yes,2,Not Graduate,No,17689,447090,2734992,4,135,Rural,N
L1078,Male,Yes,2,Not Graduate,Yes,23235,393687,283346,2,124,Semiurban,Y
L1079,Male,No,2,Graduate,Yes,408217,57716,3138002,3,105,Rural,N
L1080,Male,No,3+,Graduate,Yes,311497,274965,252160,2,458,Urban,Y
L1081,Male,No,2,Not Graduate,No,27402,434910,3371295,3,667,Semiurban,Y
L1082,Male,Yes,3+,Not Graduate,No,307027,454984,773417,2,689,Urban,Y
L1083,Male,Yes,2,Not Graduate,Yes,52289,228064,824594,4,437,Rural,Y
L1084,Female,Yes,3+,Graduate,No,215639,274197,3947306,3,402,Semiurban,N
L1085,Female,Yes,2,Graduate,Yes,107784,246206,2558242,2,151,Semiurban,N
L1086,Female,No,1,Not Graduate,No,187264,430538,1815250,1,205,Rural,N
L1087,Male,Yes,0,Not Graduate,Yes,209378,310259,4860014,1,483,Semiurban,N
L1088,Male,Yes,1,Not Graduate,Yes,369694,429923,2705570,3,446,Urban,N
L1089,Female,Yes,0,Not Graduate,Yes,442909,110717,1346732,3,79,Rural,Y
L1090,Female,No,2,Not Graduate,Yes,222288,411150,4583069,4,625,Semiurban,N
L1091,Female,No,1,Not Graduate,No,343774,436641,4944313,3,103,Rural,N
L1092,Male,Yes,2,Graduate,No,14199,291944,2165201,2,119,Semiurban,N
L1093,Male,No,2,Graduate,Yes,495820,204626,2604855,2,684,Rural,Y
L1094,Female,No,1,Graduate,No,463446,98109,4242053,1,658,Urban,Y
L1095,Female,No,0,Not Graduate,Yes,174258,82030,432388,2,846,Rural,Y
L1096,Female,No,2,Not Graduate,No,497734,88702,1044930,1,877,Rural,Y
L1097,Male,No,3+,Not Graduate,No,180465,213703,2040107,4,802,Rural,Y
L1098,Female,No,0,Graduate,Yes,415231,474079,217175,2,827,Rural,Y
L1099,Male,Yes,0,Not Graduate,No,270729,344458,3075591,1,454,Urban,N
L1100,Female,No,1,Graduate,Yes,423697,249460,2160833,4,703,Urban,Y
L1101,Female,Yes,2,Graduate,Yes,346143,181334,3641226,1,437,Rural,N
L1102,Female,No,3+,Not Graduate,Yes,229720,367089,3676275,2,471,Semiurban,N
L1103,Female,Yes,3+,Graduate,Yes,160937,185721,2666559,4,175,Urban,N
L1104,Female,No,2,Graduate,No,324588,434839,966659,1,211,Semiurban,N
L1105,Female,No,3+,Not Graduate,Yes,20036,182338,561566,3,483,Urban,N
L1106,Female,No,3+,Graduate,No,462802,225723,3918835,3,238,Urban,N
L1107,Female,Yes,0,Not Graduate,Yes,324596,398941,2533929,3,103,Rural,N
L1108,Male,No,0,Graduate,No,16659,347896,3101918,2,520,Urban,N
L1109,Female,No,1,Not Graduate,Yes,103315,21714,290177,4,322,Urban,Y
L1110,Male,No,3+,Graduate,Yes,114722,220564,4739128,2,278,Semiurban,N
L1111,Female,Yes,3+,Not Graduate,Yes,237445,224904,4281402,3,564,Rural,N
L1112,Female,No,1,Not Graduate,Yes,234953,279919,3368879,3,713,Semiurban,Y
L1113,Male,Yes,1,Graduate,Yes,251326,486514,4720735,2,758,Rural,Y
L1114,Female,No,0,Not Graduate,No,343179,287477,4356321,4,103,Semiurban,N
L1115,Female,No,0,Not Graduate,Yes,204000,120346,1364077,4,721,Rural,Y
L1116,Female,No,1,Not Graduate,Yes,454344,36494,1716642,3,691,Rural,Y
L1117,Male,No,3+,Not Graduate,Yes,289493,110999,2647872,2,900,Semiurban,Y
L1118,Female,No,0,Not Graduate,Yes,382937,271244,2234240,1,921,Rural,Y
L1119,Male,No,3+,Graduate,No,135473,450930,1094303,1,405,Rural,N
L1120,Female,No,1,Graduate,No,478816,403787,2391648,3,426,Urban,Y
L1121,Male,Yes,2,Graduate,Yes,220330,367520,4112645,2,232,Rural,N
L1122,Female,No,1,Graduate,No,270034,381458,4751665,1,314,Semiurban,N
L1123,Female,Yes,2,Not Graduate,No,249317,118460,3250469,3,272,Semiurban,N
L1124,Male,Yes,3+,Graduate,Yes,234042,248259,2989669,2,551,Semiurban,N
L1125,Male,Yes,1,Not Graduate,Yes,346927,368528,1012297,3,773,Urban,Y
L1126,Male,No,1,Not Graduate,Yes,214001,305395,1874826,2,876,Semiurban,Y
L1127,Female,No,3+,Not Graduate,Yes,54561,451030,386194,3,394,Rural,Y
L1128,Male,No,3+,Not Graduate,No,493656,123334,578182,4,43,Semiurban,Y
L1129,Male,Yes,0,Graduate,Yes,498392,138056,2152467,2,889,Rural,Y
L1130,Male,No,1,Graduate,No,430940,17088,1104847,1,88,Urban,N
L1131,Female,No,1,Not Graduate,No,47547,226629,2440507,2,950,Urban,Y
L1132,Female,Yes,2,Not Graduate,No,270748,495939,2581788,3,359,Semiurban,N
L1133,Male,Yes,3+,Not Graduate,No,21790,465669,4122330,3,786,Urban,Y
L1134,Male,Yes,3+,Graduate,No,474401,28729,1514160,2,448,Semiurban,N
L1135,Male,No,2,Graduate,No,270617,375643,2337002,3,415,Urban,N
L1136,Male,No,0,Not Graduate,No,95061,202600,1468412,4,925,Rural,Y
L1137,Male,Yes,0,Graduate,Yes,342182,321798,3656495,4,184,Urban,N
L1138,Female,No,0,Not Graduate,No,169603,67330,2485197,2,470,Semiurban,N
L1139,Female,No,2,Graduate,Yes,32707,156025,2792083,1,270,Semiurban,N
L1140,Male,No,1,Not Graduate,No,104565,30316,4074509,1,13,Urban,N
L1141,Male,Yes,2,Graduate,Yes,141942,252176,3461813,2,731,Urban,Y
L1142,Female,No,0,Graduate,Yes,320063,274237,438180,3,884,Rural,Y
L1143,Male,No,2,Graduate,No,258083,456201,1186605,3,515,Urban,Y
L1144,Female,No,3+,Not Graduate,Yes,322108,344060,672888,3,806,Semiurban,Y
L1145,Female,Yes,3+,Not Graduate,Yes,481266,459660,291643,3,763,Semiurban,Y
L1146,Female,No,0,Graduate,Yes,87793,170171,1914184,2,236,Urban,N
L1147,Female,No,1,Not Graduate,Yes,242154,478616,1410093,1,660,Rural,Y
L1148,Female,Yes,1,Not Graduate,No,321593,320475,2289595,4,557,Semiurban,N
L1149,Male,No,0,Not Graduate,No,286996,221182,4509461,2,692,Semiurban,Y
L1150,Male,Yes,1,Graduate,No,55408,330270,3890839,3,714,Rural,Y
L1151,Female,Yes,0,Not Graduate,No,155513,109004,328959,3,635,Urban,Y
L1152,Female,No,2,Graduate,Yes,91696,327870,3903438,2,251,Rural,N
L1153,Male,No,3+,Not Graduate,No,118656,354419,1007846,3,632,Rural,Y
L1154,Male,No,2,Not Graduate,No,207334,340164,798447,4,451,Rural,Y
L1155,Female,Yes,2,Not Graduate,Yes,65707,406831,4644413,1,50,Urban,N
L1156,Female,No,3+,Not Graduate,No,173568,279979,2919373,4,626,Semiurban,N
L1157,Female,Yes,0,Graduate,Yes,389618,484150,4817277,4,476,Urban,N
L1158,Female,No,3+,Not Graduate,No,282708,134863,1349328,2,947,Semiurban,Y
L1159,Male,No,1,Graduate,Yes,246588,282466,590849,1,380,Semiurban,N
L1160,Male,Yes,0,Graduate,No,11502,467023,1921665,4,145,Semiurban,N
L1161,Female,No,1,Not Graduate,No,406798,375310,1736008,4,551,Rural,Y
L1162,Male,No,1,Not Graduate,Yes,216351,319198,2061925,2,480,Rural,N
L1163,Female,Yes,3+,Graduate,No,194236,428123,4902523,4,865,Rural,Y
L1164,Female,No,0,Not Graduate,Yes,251819,334701,743581,2,882,Semiurban,Y
L1165,Male,Yes,1,Graduate,No,90174,235325,3161493,4,558,Semiurban,N
L1166,Female,No,3+,Not Graduate,No,82265,38934,3476517,1,151,Urban,N
L1167,Female,No,1,Not Graduate,No,461473,347493,3496077,2,220,Semiurban,N
L1168,Male,Yes,3+,Not Graduate,No,411070,220932,2376100,1,304,Rural,N
L1169,Male,No,1,Not Graduate,No,34944,221089,4376395,3,844,Rural,Y
L1170,Male,No,0,Not Graduate,Yes,328847,18370,1805591,1,631,Semiurban,N
L1171,Female,Yes,2,Not Graduate,No,406136,369694,1941136,4,403,Urban,Y
L1172,Male,No,2,Graduate,No,40631,119032,26133,4,737,Urban,Y
L1173,Male,No,0,Graduate,No,392303,171585,4695171,4,350,Rural,N
L1174,Female,No,3+,Graduate,No,136458,426950,2374170,4,230,Rural,N
L1175,Male,No,1,Graduate,Yes,117981,267208,4404036,4,316,Semiurban,N
L1176,Female,Yes,0,Graduate,No,193844,44141,2276929,1,831,Urban,Y
L1177,Male,No,2,Graduate,Yes,262882,104464,2942201,4,570,Urban,N
L1178,Male,Yes,1,Graduate,No,162407,434687,1195512,3,59,Semiurban,Y
L1179,Female,Yes,3+,Graduate,No,310064,489545,1723650,2,410,Semiurban,N
L1180,Male,No,0,Graduate,No,253759,429295,1826406,1,69,Urban,N
L1181,Female,No,2,Not Graduate,No,201101,340148,2489931,2,366,Rural,N
L1182,Female,No,2,Not Graduate,Yes,145336,8026,4488170,2,817,Rural,Y
L1183,Female,Yes,0,Graduate,Yes,145463,237206,1518647,1,227,Semiurban,N
L1184,Male,No,1,Graduate,No,306037,444600,678378,4,924,Semiurban,Y
L1185,Female,Yes,0,Graduate,No,62723,165976,4623357,1,846,Rural,Y
L1186,Male,No,3+,Not Graduate,No,155024,282819,1224247,2,345,Semiurban,N
L1187,Female,Yes,0,Graduate,No,118600,443229,24687,3,252,Semiurban,Y
L1188,Female,No,2,Graduate,Yes,22435,419324,490621,2,644,Urban,Y
L1189,Female,Yes,1,Graduate,No,468451,92585,85362,3,93,Urban,Y
L1190,Female,Yes,1,Graduate,Yes,408674,349930,1527652,2,869,Semiurban,Y
L1191,Female,Yes,1,Not Graduate,No,483336,220792,783724,4,445,Rural,Y
L1192,Female,No,2,Not Graduate,No,424722,68530,4224231,3,861,Semiurban,Y
L1193,Female,No,0,Not Graduate,No,304323,145167,1058003,4,104,Semiurban,Y
L1194,Female,No,2,Graduate,No,277918,178748,3079741,2,754,Rural,Y
L1195,Female,No,2,Not Graduate,Yes,353504,472761,3003372,3,929,Rural,Y
L1196,Female,Yes,2,Not Graduate,No,88964,50577,3464738,3,597,Urban,N
L1197,Male,No,2,Not Graduate,Yes,468796,322977,1367541,4,66,Semiurban,Y
L1198,Male,Yes,2,Graduate,No,105107,227787,3198266,4,376,Urban,N
L1199,Male,Yes,1,Not Graduate,Yes,80571,77400,260872,1,76,Semiurban,N
L1200,Female,No,3+,Not Graduate,No,257921,455694,4295623,2,821,Semiurban,Y
L1201,Female,No,1,Graduate,No,297053,171772,1785938,2,391,Urban,N
L1202,Female,No,1,Not Graduate,Yes,366381,53444,4705951,4,338,Urban,N
L1203,Male,No,1,Not Graduate,No,356306,472333,3076042,2,0,Semiurban,N
L1204,Female,No,1,Graduate,No,395471,166780,1342996,1,682,Rural,Y
L1205,Male,Yes,0,Not Graduate,Yes,112806,469641,2289481,4,571,Urban,N
L1206,Male,No,3+,Graduate,Yes,51967,167706,4574738,2,251,Semiurban,N
L1207,Female,Yes,2,Not Graduate,No,52544,31355,4470825,4,789,Urban,Y
L1208,Female,Yes,3+,Not Graduate,Yes,394855,456043,568147,2,410,Rural,Y
L1209,Male,Yes,3+,Not Graduate,Yes,284212,131890,377689,3,146,Rural,Y
L1210,Female,No,2,Not Graduate,Yes,176072,212217,1838018,4,11,Rural,N
L1211,Female,No,0,Not Graduate,Yes,393744,357138,3337583,1,924,Semiurban,Y
L1212,Female,No,2,Not Graduate,No,426130,296288,2377833,2,212,Semiurban,N
L1213,Female,Yes,0,Not Graduate,No,127773,394473,4330519,1,107,Semiurban,N
L1214,Female,No,0,Not Graduate,No,118916,486627,1974544,1,520,Semiurban,N
L1215,Female,No,1,Not Graduate,Yes,233680,194391,4727022,1,422,Rural,N
L1216,Female,No,3+,Graduate,Yes,103316,186342,3942079,4,199,Rural,N
L1217,Male,Yes,0,Not Graduate,Yes,462810,368020,1040432,4,376,Urban,Y
L1218,Female,No,3+,Graduate,Yes,163533,113234,1996532,2,929,Semiurban,Y
L1219,Female,No,0,Not Graduate,No,222765,414631,3119221,3,507,Semiurban,N
L1220,Female,No,1,Graduate,No,495861,194568,1391938,1,694,Semiurban,Y
L1221,Male,No,1,Graduate,No,205263,325139,803628,3,207,Rural,Y
L1222,Female,Yes,3+,Not Graduate,Yes,298169,399986,565428,3,240,Rural,Y
L1223,Male,No,2,Not Graduate,Yes,270556,110540,279966,3,851,Semiurban,Y
L1224,Female,Yes,2,Graduate,Yes,439669,371665,4481262,1,688,Rural,Y
L1225,Female,No,2,Graduate,No,91448,430567,2106986,1,126,Rural,N
L1226,Female,Yes,0,Not Graduate,No,45272,87622,4264858,4,283,Semiurban,N
L1227,Male,Yes,0,Not Graduate,No,33026,206638,2243489,4,556,Urban,N
L1228,Female,No,0,Graduate,Yes,245932,285210,3240582,4,598,Semiurban,N
L1229,Male,No,0,Graduate,Yes,49346,19460,635589,3,22,Semiurban,N
L1230,Male,Yes,3+,Graduate,Yes,242894,346749,4502704,3,928,Rural,Y
L1231,Male,No,0,Graduate,No,107748,2319,3530762,3,490,Semiurban,N
L1232,Male,No,2,Not Graduate,Yes,262499,479569,3359286,3,88,Rural,N
L1233,Female,Yes,3+,Not Graduate,Yes,121981,410638,3228749,2,183,Rural,N
L1234,Male,Yes,2,Not Graduate,No,295278,307283,1468288,3,143,Urban,Y
L1235,Female,Yes,0,Not Graduate,No,440451,48703,934764,2,424,Rural,N
L1236,Female,Yes,1,Graduate,Yes,16795,216554,4046529,1,672,Semiurban,Y
L1237,Male,No,2,Graduate,No,346670,169795,2807650,3,129,Urban,N
L1238,Female,No,3+,Graduate,Yes,103610,405343,2316560,3,921,Urban,Y
L1239,Female,Yes,2,Not Graduate,Yes,403939,330040,3047246,2,627,Urban,N
L1240,Female,Yes,3+,Not Graduate,No,236035,33482,183294,2,922,Semiurban,Y
L1241,Female,No,2,Graduate,No,326665,198913,4381540,4,944,Semiurban,Y
L1242,Male,Yes,1,Graduate,Yes,385793,147885,796536,4,692,Rural,Y
L1243,Male,Yes,3+,Not Graduate,Yes,16570,222593,3726752,3,174,Urban,N
L1244,Male,Yes,2,Graduate,No,157767,107535,1750788,2,681,Semiurban,Y
L1245,Female,Yes,0,Graduate,Yes,17889,17424,11852,3,731,Semiurban,Y
L1246,Female,No,2,Not Graduate,Yes,394321,290562,4856112,3,804,Semiurban,Y
L1247,Female,No,0,Not Graduate,No,178793,444302,4391867,4,130,Semiurban,N
L1248,Male,Yes,3+,Graduate,Yes,219185,484739,1965608,2,347,Semiurban,N
L1249,Female,No,1,Graduate,Yes,159020,279102,4648154,3,117,Urban,N
L1250,Male,Yes,1,Graduate,Yes,114974,25121,561407,3,674,Rural,Y
L1251,Female,Yes,1,Graduate,No,491784,174771,1937211,3,319,Semiurban,N
L1252,Female,Yes,1,Graduate,Yes,398529,2367,2135601,1,430,Rural,N
L1253,Female,No,3+,Not Graduate,No,48857,480216,2258184,1,781,Urban,Y
L1254,Male,No,2,Not Graduate,Yes,247891,231304,2249608,1,386,Rural,N
L1255,Female,Yes,3+,Not Graduate,No,77203,35292,455963,3,890,Semiurban,Y
L1256,Female,No,2,Not Graduate,No,305029,374595,4573105,2,812,Semiurban,Y
L1257,Female,No,0,Graduate,Yes,147076,42998,4721493,4,754,Urban,Y
L1258,Male,Yes,1,Not Graduate,No,83253,401883,3724214,1,634,Rural,N
L1259,Female,No,1,Not Graduate,Yes,300226,206669,1113092,3,696,Rural,Y
L1260,Female,Yes,2,Graduate,Yes,267891,489747,1506642,2,106,Semiurban,N
L1261,Male,Yes,1,Graduate,No,328077,152531,3174702,2,568,Rural,N
L1262,Female,No,2,Graduate,No,274763,432564,1550226,4,534,Urban,Y
L1263,Male,Yes,2,Not Graduate,No,116391,71092,769092,1,707,Semiurban,Y
L1264,Male,No,3+,Not Graduate,No,416504,54696,1201212,2,328,Rural,N
L1265,Male,No,1,Not Graduate,No,440647,349795,2873072,3,581,Urban,N
L1266,Female,No,3+,Graduate,Yes,234604,476228,938057,4,21,Semiurban,Y
L1267,Female,Yes,1,Not Graduate,Yes,462834,25549,382495,3,486,Urban,Y
L1268,Male,Yes,0,Not Graduate,No,252858,87109,4726704,3,753,Rural,Y
L1269,Male,No,3+,Graduate,No,21508,493114,4333987,4,142,Urban,N
L1270,Female,No,3+,Graduate,No,486226,340396,641072,3,731,Rural,Y
L1271,Male,No,3+,Not Graduate,No,295633,462957,3788370,2,378,Rural,N
L1272,Female,Yes,0,Not Graduate,No,447652,441262,316076,1,689,Semiurban,Y
L1273,Male,Yes,0,Not Graduate,Yes,52722,250376,3072952,1,432,Rural,N
L1274,Female,Yes,2,Not Graduate,No,174956,420403,4650948,4,381,Semiurban,N
L1275,Male,No,2,Graduate,Yes,308046,16899,106058,1,631,Semiurban,Y
L1276,Male,No,2,Graduate,No,266082,123758,545516,4,388,Rural,Y
L1277,Female,Yes,0,Not Graduate,No,232027,75367,1780260,1,49,Urban,N
L1278,Female,No,1,Not Graduate,Yes,54407,256189,3780881,3,253,Rural,N
L1279,Female,No,1,Not Graduate,Yes,202721,351355,2883341,1,625,Urban,N
L1280,Female,No,2,Graduate,No,155635,52870,3492606,2,444,Semiurban,N
L1281,Female,No,3+,Not Graduate,Yes,495802,110180,2630111,4,932,Urban,Y
L1282,Female,Yes,2,Graduate,Yes,202249,398811,2829508,2,445,Urban,N
L1283,Male,No,3+,Graduate,No,297468,475098,4790539,4,452,Semiurban,N
L1284,Male,Yes,3+,Not Graduate,No,350398,419051,4975655,4,548,Semiurban,N
L1285,Male,Yes,3+,Not Graduate,No,482242,124927,2878795,2,230,Semiurban,N
L1286,Female,No,0,Not Graduate,Yes,275380,492531,4994377,4,700,Urban,Y
L1287,Male,Yes,1,Graduate,Yes,416995,400466,3975962,2,831,Rural,Y
L1288,Male,No,3+,Graduate,No,106685,41545,3094407,2,310,Semiurban,N
L1289,Female,Yes,0,Graduate,Yes,390416,49481,2684816,2,475,Urban,N
L1290,Male,Yes,0,Graduate,Yes,458709,15387,1270620,2,551,Rural,N
L1291,Female,Yes,0,Not Graduate,Yes,298707,61681,654886,3,644,Urban,Y
L1292,Male,No,0,Graduate,Yes,397787,451741,4569198,2,317,Rural,N
L1293,Male,Yes,1,Not Graduate,Yes,68017,176018,2392677,3,352,Urban,N
L1294,Male,No,0,Not Graduate,No,30481,263857,1756364,2,437,Semiurban,N
L1295,Male,Yes,3+,Graduate,Yes,444227,297134,2267435,1,804,Urban,Y
L1296,Male,Yes,3+,Graduate,Yes,59277,455702,2099873,2,615,Semiurban,N
L1297,Female,Yes,2,Graduate,Yes,391751,281644,2097440,4,933,Rural,Y
L1298,Female,Yes,0,Graduate,No,470503,229491,614611,1,935,Semiurban,Y
L1299,Male,Yes,0,Graduate,Yes,210340,380371,4924267,4,273,Rural,N
L1300,Female,Yes,0,Graduate,Yes,152428,270559,3272776,4,774,Semiurban,Y
L1301,Male,No,1,Graduate,Yes,401987,304796,3907174,3,937,Rural,Y
L1302,Female,Yes,3+,Not Graduate,Yes,39647,450411,1355992,2,25,Rural,N
L1303,Female,No,0,Not Graduate,No,366944,460995,2200993,2,195,Semiurban,N
L1304,Male,Yes,0,Graduate,No,104579,438092,1851325,4,179,Urban,Y
L1305,Female,No,3+,Not Graduate,No,120564,185188,4982775,2,708,Urban,Y
L1306,Female,Yes,0,Not Graduate,Yes,198455,284979,1982178,4,43,Rural,N
L1307,Male,No,2,Graduate,No,32040,81364,404938,2,22,Rural,N
L1308,Female,Yes,1,Graduate,No,386404,410512,4349482,3,729,Rural,Y
L1309,Male,No,3+,Graduate,No,100632,97477,1378137,3,544,Rural,N
L1310,Female,Yes,2,Graduate,No,177875,225424,2343501,3,848,Urban,Y
L1311,Female,Yes,1,Not Graduate,No,121805,226727,1422532,1,691,Rural,Y
L1312,Male,Yes,1,Not Graduate,Yes,10486,416997,2012116,3,850,Semiurban,Y
L1313,Female,Yes,0,Graduate,Yes,196047,299822,3229216,1,512,Semiurban,N
L1314,Female,Yes,0,Not Graduate,Yes,130515,113684,3914805,2,632,Rural,N
L1315,Male,Yes,3+,Graduate,Yes,114489,498877,275501,2,544,Semiurban,Y
L1316,Male,No,0,Graduate,No,469771,433345,37204,2,437,Rural,Y
L1317,Female,No,3+,Not Graduate,Yes,330182,443094,3181591,4,379,Rural,N
L1318,Female,Yes,1,Graduate,Yes,395829,438429,3348304,1,493,Rural,N
L1319,Male,No,1,Not Graduate,No,308401,435987,4269185,2,872,Urban,Y
L1320,Male,No,3+,Graduate,No,269654,423301,897929,4,544,Semiurban,Y
L1321,Female,Yes,1,Not Graduate,No,310061,6815,4292121,1,617,Urban,N
L1322,Female,No,3+,Not Graduate,Yes,50408,13334,1507721,4,508,Urban,N
L1323,Female,Yes,0,Graduate,Yes,308312,7445,2553013,4,153,Rural,N
L1324,Male,Yes,1,Graduate,No,54593,257686,1442697,2,545,Urban,N
L1325,Female,No,0,Graduate,Yes,146719,48462,4866392,3,645,Urban,N
L1326,Female,Yes,2,Graduate,No,453473,12293,4855062,1,723,Rural,Y
L1327,Female,Yes,2,Graduate,Yes,359114,249059,4592996,1,8,Urban,N
L1328,Female,Yes,1,Graduate,Yes,21274,77091,4141916,2,394,Rural,N
L1329,Male,Yes,1,Not Graduate,Yes,193919,33167,3223002,3,615,Rural,N
L1330,Male,Yes,1,Not Graduate,Yes,87977,178098,2964848,3,257,Rural,N
L1331,Female,No,1,Not Graduate,Yes,46778,13087,2778707,3,346,Rural,N
L1332,Male,No,1,Not Graduate,Yes,482604,437448,3710982,4,633,Rural,N
L1333,Male,No,2,Not Graduate,Yes,114591,387565,3387263,4,679,Semiurban,Y
L1334,Male,No,3+,Not Graduate,No,442602,26564,2122915,4,337,Semiurban,N
L1335,Male,Yes,3+,Not Graduate,Yes,295185,487868,1156116,1,485,Rural,N
L1336,Male,No,0,Not Graduate,No,146405,26113,4968860,1,88,Semiurban,N
L1337,Female,Yes,3+,Not Graduate,No,87332,2283,4171097,2,114,Semiurban,N
L1338,Female,No,2,Not Graduate,No,241796,217972,4610011,1,657,Semiurban,Y
